"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000942",2.29237309294613,0.251230060550598,1.52647673604905,0.164581650422562,0.869273275086738,0.999660933209297
"ENSMUSG00000000948",81.4996256704001,-0.315526024086235,0.289701010988835,-1.08914367612751,0.276090532095128,0.956376434877698
"ENSMUSG00000000957",209.700237025215,0.11799125691591,0.182735791043492,0.645693195854704,0.518478067961796,0.999660933209297
"ENSMUSG00000000958",42.3275533777885,0.365995856430963,0.379881637547825,0.96344708523819,0.335323206742545,0.983305749969008
"ENSMUSG00000000959",417.569488256373,-0.214603878571107,0.162573941740057,-1.32003860073862,0.186822130529048,0.895704347587962
"ENSMUSG00000000976",249.903109270221,-0.298513664705312,0.231479581738799,-1.28958961504498,0.197193183319014,0.903060861496407
"ENSMUSG00000000982",1.19402097390793,2.64041793825215,2.21993167021682,1.18941405885447,0.234276771234396,NA
"ENSMUSG00000000983",0.214245995498248,-1.15696459247914,4.06191752349758,-0.284832123199516,0.775772760397575,NA
"ENSMUSG00000001014",0.89864298037772,1.01842870998109,2.72365280044463,0.373920166995895,0.708463711925717,NA
"ENSMUSG00000001016",140.617570863929,-0.148752468589125,0.256898247077434,-0.579032633664832,0.562567153791339,0.999660933209297
"ENSMUSG00000001017",509.700403287486,-0.137024530377985,0.143411953072334,-0.955461015922934,0.339344610708172,0.983305749969008
"ENSMUSG00000001018",184.828485412863,0.269615688631139,0.218017912871699,1.23666759799597,0.216210512704662,0.926393453243105
"ENSMUSG00000001020",2.71218550992886,-1.15942289021122,1.35233199328253,-0.857350780703591,0.391251051988635,0.992890351157719
"ENSMUSG00000001021",0,NA,NA,NA,NA,NA
"ENSMUSG00000001023",0,NA,NA,NA,NA,NA
"ENSMUSG00000001025",11.2972938282059,1.68943301428377,0.788959588776277,2.1413429005967,0.0322463959134048,0.434658176266994
"ENSMUSG00000001027",0.094530419651278,0.816537110784688,4.07177536325514,0.200535893544951,0.841061489090123,NA
"ENSMUSG00000001029",28.5065691512122,-0.130613003936643,0.462713538583077,-0.282276166668056,0.777731759048646,0.999660933209297
"ENSMUSG00000001034",24.4845764354407,0.00943918101938841,0.477719932962871,0.0197588176001901,0.984235770258211,0.999973988818375
"ENSMUSG00000001036",93.2826174692704,0.16098127714771,0.33879646888113,0.475156301597087,0.634675571149204,0.999660933209297
"ENSMUSG00000001039",3.65330865759908,0.138002792869306,1.12878780884225,0.122257515352554,0.902695077366526,0.999660933209297
"ENSMUSG00000001052",315.331583634342,-0.0807390440396239,0.270015045247558,-0.2990168342864,0.764927200956151,0.999660933209297
"ENSMUSG00000001053",21.3697474433963,-0.602135835394166,0.651322486214762,-0.924481878237538,0.355235482278258,0.984923772868175
"ENSMUSG00000001054",108.569038501156,0.157849837717807,0.277406982047571,0.569018979092381,0.569343260136765,0.999660933209297
"ENSMUSG00000001056",129.973024407824,0.304886269027459,0.303249327921905,1.00539800406739,0.314705240569778,0.980740262883436
"ENSMUSG00000001062",175.799253401639,0.322505386913961,0.238454866777089,1.35247978484517,0.176221881352487,0.88271911075598
"ENSMUSG00000001065",320.814535883046,0.582241201654124,0.182137856845309,3.1967061199618,0.00139006471270555,0.0545695896531193
"ENSMUSG00000001076",0.776088472524868,-0.453570133278255,2.83619370513614,-0.159922128187815,0.872942417085377,NA
"ENSMUSG00000001082",28.1193086615817,0.0122007785650009,0.460120749095376,0.0265164711415174,0.978845396147194,0.999973988818375
"ENSMUSG00000001089",271.527414536697,-0.0591487381602008,0.204860845301804,-0.28872641852601,0.772790744230674,0.999660933209297
"ENSMUSG00000001095",9.02748344138019,-1.88813020832271,0.807992828019829,-2.33681555435338,0.019448776705788,0.337802855517604
"ENSMUSG00000001098",153.639156732056,-0.0860928088684468,0.2070289903331,-0.415849049594104,0.677520464311686,0.999660933209297
"ENSMUSG00000001100",708.615922833916,0.0653816059223412,0.139713919178873,0.467967732253181,0.639807665228295,0.999660933209297
"ENSMUSG00000001103",7.51130041374015,-0.590100811103027,0.848928964153787,-0.695112118940647,0.486985040518758,0.999660933209297
"ENSMUSG00000001105",379.288859891703,0.0561682125760253,0.165551963307712,0.339278444385618,0.734399979546549,0.999660933209297
"ENSMUSG00000001119",71.4751725093824,0.510494333421667,0.301172713630205,1.69502186060746,0.090071273870351,0.701228831291428
"ENSMUSG00000001120",8.71792621195892,-0.284103070317041,0.853151958103123,-0.333004065241447,0.739131214508432,0.999660933209297
"ENSMUSG00000001123",4902.55986440922,0.0250409330047082,0.109894772577545,0.227862822019479,0.819752886154514,0.999660933209297
"ENSMUSG00000001127",742.235733707751,-0.0986103185041625,0.183286980985623,-0.538010490291712,0.590569806326594,0.999660933209297
"ENSMUSG00000001128",215.919367020421,0.101813169312471,0.287445666394222,0.354199701771945,0.723189227074152,0.999660933209297
"ENSMUSG00000001131",0.2957491496886,-1.5933776181903,4.04347276548132,-0.394061666939565,0.693535511283263,NA
"ENSMUSG00000001134",144.714179478901,0.053275433962166,0.208440631885625,0.255590445491449,0.798267096804801,0.999660933209297
"ENSMUSG00000001138",154.39855834125,0.538679331503544,0.242050789183337,2.22548058331481,0.026048993175442,0.392097621620687
"ENSMUSG00000001143",184.753873841042,-0.217234654842011,0.226519121206466,-0.959012438707136,0.33755247895507,0.983305749969008
"ENSMUSG00000001150",313.203720164902,0.157711785916935,0.168337304368227,0.936879597239781,0.34882049524541,0.983305749969008
"ENSMUSG00000001151",131.632345792475,0.141533938837875,0.258633246180052,0.547237994064164,0.584215236734934,0.999660933209297
"ENSMUSG00000001155",4076.08921587037,0.0559047177251387,0.116025387071077,0.481831770928645,0.629925457908011,0.999660933209297
"ENSMUSG00000001156",83.3431467100045,0.35341920135834,0.359138089906786,0.984076073496047,0.325078110192284,0.982906829217281
"ENSMUSG00000001157",102.508831978812,-0.372339187590973,0.280755868344132,-1.32620268914409,0.184772568809815,0.891793978887288
"ENSMUSG00000001158",111.413793654858,0.0197569068408405,0.271374838489355,0.0728030164875272,0.941962870519221,0.999660933209297
"ENSMUSG00000001166",10.2456306533288,0.678506277176553,0.779679131704042,0.870237831931748,0.384170445152574,0.991968289000781
"ENSMUSG00000001168",0.364107240974345,2.13292343921316,4.03985904911028,0.527969766589483,0.597520320197199,NA
"ENSMUSG00000001173",101.359133851698,-0.149298267979601,0.365415625430215,-0.408571110783309,0.682854435007944,0.999660933209297
"ENSMUSG00000001175",2042.92782522584,-0.00338367426243778,0.152308062849636,-0.0222159890890232,0.982275663289798,0.999973988818375
"ENSMUSG00000001211",2157.22172325281,-0.0650487558188326,0.123190777072731,-0.528032677157545,0.59747665592642,0.999660933209297
"ENSMUSG00000001225",0.109301018467624,0.929880443396996,4.07669299219759,0.228096755182865,0.819571022600771,NA
"ENSMUSG00000001227",25.6441338403221,0.318696789809767,0.560878476756965,0.568210054435485,0.569892345092647,0.999660933209297
"ENSMUSG00000001228",10.7674454019734,0.656852009316295,0.923902202727533,0.710954046193574,0.477112712930284,0.999660933209297
"ENSMUSG00000001229",582.823964777262,-0.220692494468231,0.180622737576059,-1.22184226321616,0.221767282748586,0.930297443226645
"ENSMUSG00000001240",69.4905749009959,0.23922872550373,0.311325282299626,0.768420488489243,0.442237411955764,0.999208118043211
"ENSMUSG00000001247",1357.72722103312,0.116104903630332,0.184588117597986,0.628994461513479,0.529352682144639,0.999660933209297
"ENSMUSG00000001248",127.898441697144,0.101946826246138,0.229738145992153,0.443752280692732,0.657221692437483,0.999660933209297
"ENSMUSG00000001249",3196.16940146609,0.0945036020461839,0.166612304770486,0.567206618841062,0.570573811683116,0.999660933209297
"ENSMUSG00000001260",0.497803870368638,-2.31852477119135,3.98921671975382,-0.581197998020631,0.56110701678852,NA
"ENSMUSG00000001270",43.5351720384936,0.53743151650032,0.398320215013296,1.3492448945439,0.177258318999678,0.883163159797932
"ENSMUSG00000001280",499.974171915987,0.130339362120028,0.165777946857003,0.786228594280133,0.431733576923735,0.995478688508525
"ENSMUSG00000001281",21.8517156184277,-0.317575144513231,0.501665728340858,-0.633041339227092,0.526706647681367,0.999660933209297
"ENSMUSG00000001285",135.158537966303,0.0769991620656113,0.254494116740735,0.302557729238409,0.762226932532417,0.999660933209297
"ENSMUSG00000001288",59.8553756602274,-0.136886310348674,0.351227238706777,-0.389737170877439,0.696730907292526,0.999660933209297
"ENSMUSG00000001289",433.190943018232,-0.117841076347395,0.156319016300299,-0.753849909860067,0.45093935086147,0.999660933209297
"ENSMUSG00000001300",35.917455981566,-0.195856508780252,0.468733601951952,-0.417841835884274,0.676062760808484,0.999660933209297
"ENSMUSG00000001305",87.3872828618764,0.0396494201576767,0.261743609710354,0.151481903231765,0.879595585230754,0.999660933209297
"ENSMUSG00000001313",78.5786286330397,0.255092777290612,0.314037342519554,0.812300776856589,0.416619064907063,0.99452593524142
"ENSMUSG00000001323",1360.55723698916,-0.0571551590507408,0.117535982562029,-0.486277970412826,0.62677009618379,0.999660933209297
"ENSMUSG00000001333",0.466760736474473,-0.610778105391779,3.38037153593855,-0.180683720383475,0.856615837715986,NA
"ENSMUSG00000001334",3.2307645644453,1.29998497365348,1.29097759015038,1.00697718037232,0.313945740375851,0.980413739874142
"ENSMUSG00000001348",836.219091453813,-0.103364857523288,0.162306303109803,-0.636850544574107,0.524222199167296,0.999660933209297
"ENSMUSG00000001349",6.77204420826782,5.30807333007506,1.45113039624719,3.65788859760807,0.000254301526875406,0.014690577008146
"ENSMUSG00000001366",617.218834715777,-0.149363500823695,0.158279144868549,-0.943671391121942,0.345337597880374,0.983305749969008
"ENSMUSG00000001376",145.660900528923,0.243865845387385,0.233495515836122,1.04441339917868,0.296294166974871,0.967937407484283
"ENSMUSG00000001379",182.259139342908,-0.33660539599269,0.278865659224751,-1.20705215883682,0.22741205750566,0.935374607418911
